DEPTH_WMSF,HSGR,Helper
157.1244,33.6272,1
157.2768,34.3996,1
157.4292,33.4485,1
157.5816,34.0153,1
157.734,35.0074,1
157.8864,37.8489,1
158.0388,40.3877,1
158.1912,39.7219,1
158.3436,39.6038,1
158.496,39.9027,1
158.6484,41.4925,1
158.8008,42.3438,1
158.9532,43.5652,1
159.1056,44.1131,1
159.258,43.5771,1
159.4104,41.5338,1
159.5628,38.3802,1
159.7152,36.4708,1
159.8676,34.2346,1
160.02,33.6477,1
160.1724,32.4694,1
160.3248,33.2725,1
160.4772,34.4311,1
160.6296,35.6748,1
160.782,35.1902,1
160.9344,32.9601,1
161.0868,32.9517,1
161.2392,35.1446,1
161.3916,37.7465,1
161.544,41.0213,1
161.6964,40.4387,1
161.8488,41.2897,1
162.0012,39.6601,1
162.1536,39.7318,1
162.306,38.611,1
162.4584,37.5263,1
162.6108,37.9745,1
162.7632,39.9478,1
162.9156,41.051,1
163.068,43.2112,1
163.2204,44.6033,1
163.3728,48.017,2
163.5252,47.2601,2
163.6776,46.0219,2
163.83,42.5452,2
163.9824,42.5525,2
164.1348,41.3656,2
164.2872,41.7945,2
164.4396,42.2078,2
164.592,45.0027,2
164.7444,46.1371,2
164.8968,45.1409,2
165.0492,42.2313,2
165.2016,41.4479,2
165.354,40.7589,2
165.5064,42.9189,2
165.6588,44.5689,2
165.8112,48.3292,2
165.9636,49.0104,2
166.116,47.4736,2
166.2684,43.763,2
166.4208,41.0109,2
166.5732,38.5374,2
166.7256,35.7629,2
166.878,34.0013,2
167.0304,34.2233,2
167.1828,33.8566,2
167.3352,34.8328,2
167.4876,36.0953,2
167.64,38.8905,2
167.7924,40.9063,2
167.9448,41.9867,2
168.0972,41.415,2
168.2496,40.082,2
168.402,36.5999,2
168.5544,36.0972,2
168.7068,33.076,2
168.8592,32.9515,2
169.0116,31.2263,2
169.164,32.619,2
169.3164,33.4074,2
169.4688,35.6763,2
169.6212,36.3692,2
169.7736,36.0142,2
169.926,35.5391,2
170.0784,36.8525,2
170.2308,39.5971,2
170.3832,43.6344,2
170.5356,44.8434,2
170.688,46.3469,2
170.8404,43.6436,2
170.9928,42.6654,2
171.1452,41.1188,2
171.2976,40.6252,2
171.45,40.3789,2
171.6024,38.49,2
171.7548,36.489,2
171.9072,35.1488,2
172.0596,34.3923,2
172.212,33.552,2
172.3644,33.988,2
172.5168,38.4984,2
172.6692,42.2885,2
172.8216,41.9988,2
172.974,40.3136,2
173.1264,42.127,2
173.2788,45.6205,2
173.4312,46.7924,2
173.5836,45.9421,2
173.736,46.9972,2
173.8884,44.5625,2
174.0408,41.4337,2
174.1932,37.2899,2
174.3456,35.4695,2
174.498,34.552,2
174.6504,35.5335,2
174.8028,37.754,2
174.9552,39.8784,2
175.1076,39.9329,2
175.26,41.4431,2
175.4124,44.9594,2
175.5648,44.4967,2
175.7172,40.8743,2
175.8696,35.3955,2
176.022,34.2051,2
176.1744,37.902,2
176.3268,40.2134,2
176.4792,42.6166,2
176.6316,42.5909,2
176.784,41.6448,2
176.9364,39.8463,2
177.0888,36.2417,2
177.2412,34.9012,2
177.3936,35.1025,2
177.546,37.7451,2
177.6984,38.1318,2
177.8508,36.5558,2
178.0032,35.2827,2
178.1556,34.7602,2
178.308,36.4675,2
178.4604,35.3106,2
178.6128,34.985,2
178.7652,33.6649,2
178.9176,32.8614,2
179.07,34.496,2
179.2224,34.5696,2
179.3748,35.5064,2
179.5272,35.9354,2
179.6796,37.8476,2
179.832,40.6708,2
179.9844,41.1317,2
180.1368,41.7687,2
180.2892,42.5243,2
180.4416,43.0685,2
180.594,43.058,2
180.7464,41.6421,2
180.8988,41.6345,2
181.0512,39.3086,2
181.2036,37.0266,2
181.356,34.7747,2
181.5084,34.5319,2
181.6608,35.0442,2
181.8132,34.182,2
181.9656,35.343,2
182.118,35.3843,2
182.2704,35.8308,2
182.4228,33.9538,2
182.5752,34.5236,2
182.7276,35.0155,2
182.88,36.2257,2
183.0324,36.8129,2
183.1848,36.4916,2
183.3372,36.3522,2
183.4896,34.5713,2
183.642,35.8858,2
183.7944,37.0681,2
183.9468,39.0422,2
184.0992,36.9898,2
184.2516,36.226,2
184.404,33.7382,2
184.5564,35.1721,2
184.7088,34.8071,2
184.8612,35.9747,2
185.0136,35.2524,2
185.166,36.6245,2
185.3184,35.6607,2
185.4708,39.2615,2
185.6232,38.8108,2
185.7756,41.7282,2
185.928,38.6724,2
186.0804,38.105,2
186.2328,35.5231,2
186.3852,37.0757,2
186.5376,37.019,2
186.69,40.0091,2
186.8424,39.9569,2
186.9948,44.0342,2
187.1472,45.6163,2
187.2996,46.4084,2
187.452,45.7753,2
187.6044,46.5691,2
187.7568,46.6554,2
187.9092,42.6772,2
188.0616,39.4597,2
188.214,36.6374,2
188.3664,41.685,2
188.5188,42.893,2
188.6712,45.9679,2
188.8236,42.1785,2
188.976,42.5102,2
189.1284,41.0052,2
189.2808,41.077,2
189.4332,39.5047,2
189.5856,38.094,2
189.738,36.7113,2
189.8904,36.1708,2
190.0428,38.3007,2
190.1952,40.6404,2
190.3476,40.5345,2
190.5,38.3664,2
190.6524,37.015,2
190.8048,39.2465,2
190.9572,40.9351,2
191.1096,42.186,2
191.262,37.8247,2
191.4144,35.6757,2
191.5668,32.9321,2
191.7192,35.5924,2
191.8716,35.5592,2
192.024,34.7745,2
192.1764,34.8927,2
192.3288,36.8885,2
192.4812,39.3248,2
192.6336,37.3687,2
192.786,38.1171,2
192.9384,39.3568,2
193.0908,41.5722,2
193.2432,41.6436,2
193.3956,42.0905,2
193.548,43.4183,2
193.7004,47.8067,2
193.8528,50.3235,2
194.0052,52.6905,2
194.1576,51.9086,2
194.31,51.5456,2
194.4624,50.9305,2
194.6148,50.0476,2
194.7672,49.5195,2
194.9196,48.2825,2
195.072,46.0341,2
195.2244,43.1691,2
195.3768,40.7117,2
195.5292,39.0063,2
195.6816,42.4787,2
195.834,45.9947,2
195.9864,51.2929,2
196.1388,52.7488,2
196.2912,50.638,2
196.4436,46.7028,2
196.596,41.5063,2
196.7484,39.3316,2
196.9008,38.3863,2
197.0532,38.4742,2
197.2056,39.6689,2
197.358,42.187,2
197.5104,43.3657,2
197.6628,43.6218,2
197.8152,40.4754,2
197.9676,38.6376,2
198.12,38.4961,2
198.2724,38.2085,2
198.4248,37.8042,2
198.5772,34.7931,2
198.7296,35.6732,2
198.882,36.8055,2
199.0344,36.481,2
199.1868,35.1988,2
199.3392,35.005,2
199.4916,38.9706,2
199.644,37.9896,2
199.7964,38.0244,2
199.9488,37.2914,2
200.1012,41.8868,2
200.2536,46.6784,2
200.406,46.339,2
200.5584,46.0492,2
200.7108,44.2296,2
200.8632,48.6306,2
201.0156,47.7093,2
201.168,44.9228,2
201.3204,41.0953,2
201.4728,40.4642,2
201.6252,42.756,2
201.7776,43.9938,2
201.93,43.641,2
202.0824,42.2036,2
202.2348,40.1938,2
202.3872,39.0254,2
202.5396,38.6487,2
202.692,39.4964,2
202.8444,42.5174,2
202.9968,43.3492,2
203.1492,42.6975,2
203.3016,39.644,2
203.454,37.0085,2
203.6064,35.4519,2
203.7588,35.09,2
203.9112,36.6028,2
204.0636,40.9169,2
204.216,42.7522,2
204.3684,43.2105,2
204.5208,41.5538,2
204.6732,40.1332,2
204.8256,39.344,2
204.978,37.088,2
205.1304,36.4547,2
205.2828,36.6325,2
205.4352,37.8952,2
205.5876,38.1387,2
205.74,36.3183,2
205.8924,35.6123,2
206.0448,33.8021,2
206.1972,32.7963,2
206.3496,32.635,2
206.502,33.7671,2
206.6544,35.8964,2
206.8068,36.447,2
206.9592,38.995,2
207.1116,40.6592,2
207.264,38.4181,2
207.4164,35.2806,2
207.5688,33.1142,2
207.7212,32.6131,2
207.8736,34.0024,2
208.026,33.815,2
208.1784,35.0838,2
208.3308,34.6244,2
208.4832,36.5853,2
208.6356,37.4355,2
208.788,38.3279,2
208.9404,37.427,2
209.0928,38.5228,2
209.2452,37.2997,2
209.3976,34.7088,2
209.55,33.4188,2
209.7024,33.5984,2
209.8548,34.8709,2
210.0072,35.5928,2
210.1596,37.0941,2
210.312,35.8556,2
210.4644,35.6567,2
210.6168,36.145,2
210.7692,38.3831,2
210.9216,38.0515,2
211.074,37.8635,2
211.2264,38.6981,2
211.3788,39.2152,2
211.5312,38.8451,2
211.6836,36.7651,2
211.836,36.2436,2
211.9884,35.5533,2
212.1408,36.1069,2
212.2932,35.0327,2
212.4456,35.7212,2
212.598,36.8741,2
212.7504,37.0387,2
212.9028,35.9223,2
213.0552,34.8163,2
213.2076,35.586,2
213.36,36.8377,2
213.5124,36.9008,2
213.6648,36.7626,2
213.8172,36.9636,2
213.9696,38.6536,2
214.122,40.4069,2
214.2744,40.8135,2
214.4268,39.0588,2
214.5792,39.0466,2
214.7316,40.7636,2
214.884,45.2928,2
215.0364,48.0773,2
215.1888,50.4423,2
215.3412,53.1748,2
215.4936,52.1101,2
215.646,53.0757,2
215.7984,49.0479,2
215.9508,49.959,2
216.1032,47.1127,2
216.2556,46.3802,2
216.408,47.2105,2
216.5604,47.1386,2
216.7128,46.3937,2
216.8652,43.3688,2
217.0176,40.7122,2
217.17,39.0708,2
217.3224,38.1871,2
217.4748,37.8515,2
217.6272,38.4211,2
217.7796,37.4148,2
217.932,35.6243,2
218.0844,34.8592,2
218.2368,35.1009,2
218.3892,37.3494,2
218.5416,38.008,2
218.694,40.0341,2
218.8464,40.7261,2
218.9988,42.7659,2
219.1512,42.0839,2
219.3036,41.0876,2
219.456,38.9311,2
219.6084,34.4053,2
219.7608,32.3721,2
219.9132,31.0962,2
220.0656,31.835,2
220.218,31.8125,2
220.3704,31.1854,2
220.5228,32.3548,2
220.6752,32.3112,2
220.8276,31.6268,2
220.98,31.1635,2
221.1324,33.1247,2
221.2848,35.2999,2
221.4372,37.0295,2
221.5896,34.6885,2
221.742,34.0619,2
221.8944,34.6364,2
222.0468,36.349,2
222.1992,37.8373,2
222.3516,36.7229,2
222.504,37.2893,2
222.6564,35.6339,2
222.8088,36.9561,2
222.9612,37.1346,2
223.1136,37.0788,2
223.266,32.6994,2
223.4184,30.7389,2
223.5708,31.2395,2
223.7232,35.7397,2
223.8756,39.9619,2
224.028,40.8584,2
224.1804,39.5412,2
224.3328,37.6975,2
224.4852,37.272,2
224.6376,37.834,2
224.79,37.8334,2
224.9424,38.7657,2
225.0948,38.5169,2
225.2472,36.8543,2
225.3996,34.8979,2
225.552,34.0379,2
225.7044,35.1831,2
225.8568,39.2765,2
226.0092,38.3196,2
226.1616,36.6946,2
226.314,32.1529,2
226.4664,30.5452,2
226.6188,30.6438,2
226.7712,29.1112,2
226.9236,30.442,2
227.076,30.605,2
227.2284,31.0046,2
227.3808,33.8806,2
227.5332,34.2823,2
227.6856,36.0351,2
227.838,34.8521,2
227.9904,34.2519,2
228.1428,33.9744,2
228.2952,32.9567,2
228.4476,32.4015,2
228.6,32.5973,2
228.7524,31.6945,2
228.9048,30.9809,2
229.0572,30.3276,2
229.2096,28.7293,2
229.362,29.6975,2
229.5144,30.6262,2
229.6668,32.0328,2
229.8192,31.3005,2
229.9716,29.6691,2
230.124,30.2503,2
230.2764,29.7685,2
230.4288,28.4999,2
230.5812,28.6523,2
230.7336,28.8916,2
230.886,30.8801,2
231.0384,31.9838,2
231.1908,33.9854,2
231.3432,33.2057,2
231.4956,32.2401,2
231.648,31.0842,2
231.8004,31.0292,2
231.9528,31.6313,2
232.1052,31.5548,2
232.2576,32.5435,2
232.41,29.501,2
232.5624,29.8649,2
232.7148,29.3858,2
232.8672,32.4877,2
233.0196,33.4616,2
233.172,33.537,2
233.3244,33.853,2
233.4768,33.0509,2
233.6292,33.9603,2
233.7816,31.8892,2
233.934,32.5887,2
234.0864,34.2791,2
234.2388,35.1929,2
234.3912,35.8494,2
234.5436,35.8809,2
234.696,37.0976,2
234.8484,37.243,2
235.0008,36.1092,2
235.1532,36.3985,2
235.3056,35.8812,2
235.458,36.488,2
235.6104,36.6167,2
235.7628,36.1483,2
235.9152,34.4235,2
236.0676,32.7789,2
236.22,33.3333,2
236.3724,34.8806,2
236.5248,36.9773,2
236.6772,37.9864,2
236.8296,39.3237,2
236.982,38.4642,2
237.1344,37.785,2
237.2868,38.9437,2
237.4392,40.5325,2
237.5916,41.118,2
237.744,38.8982,2
237.8964,36.7483,2
238.0488,38.1727,2
238.2012,40.268,2
238.3536,44.6221,2
238.506,44.4377,2
238.6584,44.8702,2
238.8108,44.178,2
238.9632,44.675,2
239.1156,43.5962,2
239.268,42.2972,2
239.4204,40.1485,2
239.5728,37.9801,2
239.7252,35.8962,2
239.8776,36.6574,2
240.03,37.9652,2
240.1824,41.3064,2
240.3348,42.3153,2
240.4872,42.8292,2
240.6396,42.8418,2
240.792,41.1749,2
240.9444,40.9839,2
241.0968,42.655,2
241.2492,43.9703,2
241.4016,46.2262,2
241.554,44.2489,2
241.7064,45.7452,2
241.8588,46.7346,2
242.0112,48.4883,2
242.1636,46.9724,2
242.316,44.2999,3
242.4684,43.5144,3
242.6208,46.8869,3
242.7732,48.236,3
242.9256,48.9751,3
243.078,46.2509,3
243.2304,46.0526,3
243.3828,42.2007,3
243.5352,39.4681,3
243.6876,36.2989,3
243.84,35.1131,3
243.9924,33.2927,3
244.1448,33.4782,3
244.2972,35.6399,3
244.4496,37.3573,3
244.602,35.9033,3
244.7544,33.8115,3
244.9068,34.2272,3
245.0592,36.7788,3
245.2116,37.6394,3
245.364,39.3069,3
245.5164,40.6305,3
245.6688,43.0057,3
245.8212,44.8409,3
245.9736,44.5233,3
246.126,44.6308,3
246.2784,43.6947,3
246.4308,43.4748,3
246.5832,41.6339,3
246.7356,39.9911,3
246.888,37.2966,3
247.0404,37.1991,3
247.1928,38.0955,3
247.3452,43.1842,3
247.4976,45.7635,3
247.65,44.971,3
247.8024,43.925,3
247.9548,42.7694,3
248.1072,42.2909,3
248.2596,39.4988,3
248.412,36.0702,3
248.5644,33.8633,3
248.7168,32.9388,3
248.8692,32.8929,3
249.0216,35.8926,3
249.174,38.7789,3
249.3264,41.5911,3
249.4788,37.6076,3
249.6312,33.5616,3
249.7836,30.5709,3
249.936,31.8109,3
250.0884,36.2679,3
250.2408,39.3044,3
250.3932,40.7926,3
250.5456,37.0218,3
250.698,34.0465,3
250.8504,31.603,3
251.0028,30.09,3
251.1552,29.6928,3
251.3076,28.5526,3
251.46,28.0251,3
251.6124,27.0893,3
251.7648,29.5602,3
251.9172,29.9423,3
252.0696,30.7946,3
252.222,30.2463,3
252.3744,30.012,3
252.5268,29.5124,3
252.6792,26.6911,3
252.8316,28.1107,3
252.984,28.172,3
253.1364,29.4629,3
253.2888,29.227,3
253.4412,27.8251,3
253.5936,28.5308,3
253.746,28.4116,3
253.8984,31.6495,3
254.0508,32.6767,3
254.2032,33.8117,3
254.3556,33.2204,3
254.508,33.6246,3
254.6604,34.6312,3
254.8128,38.2095,3
254.9652,40.0271,3
255.1176,41.1712,3
255.27,38.5583,3
255.4224,38.2933,3
255.5748,37.3635,3
255.7272,37.5101,3
255.8796,35.9548,3
256.032,35.3514,3
256.1844,37.201,3
256.3368,37.3648,3
256.4892,37.3681,3
256.6416,37.1857,3
256.794,39.0346,3
256.9464,41.4135,3
257.0988,40.4648,3
257.2512,39.2818,3
257.4036,36.6545,3
257.556,34.3636,3
257.7084,35.2341,3
257.8608,33.4133,3
258.0132,32.0449,3
258.1656,29.5356,3
258.318,30.3214,3
258.4704,31.226,3
258.6228,32.2456,3
258.7752,34.2488,3
258.9276,36.8404,3
259.08,37.7842,3
259.2324,39.8154,3
259.3848,40.4913,3
259.5372,41.5032,3
259.6896,39.3842,3
259.842,38.7797,3
259.9944,39.9161,3
260.1468,38.5382,3
260.2992,37.7832,3
260.4516,34.6054,3
260.604,34.2522,3
260.7564,36.0617,3
260.9088,36.8068,3
261.0612,37.6169,3
261.2136,36.7585,3
261.366,36.1753,3
261.5184,38.4533,3
261.6708,38.5409,3
261.8232,38.8405,3
261.9756,34.9815,3
262.128,32.3598,3
262.2804,31.3241,3
262.4328,32.6963,3
262.5852,34.0343,3
262.7376,35.9029,3
262.89,36.9649,3
263.0424,37.1401,3
263.1948,35.8515,3
263.3472,33.6045,3
263.4996,31.3572,3
263.652,28.9904,3
263.8044,28.5735,3
263.9568,30.3699,3
264.1092,34.5903,3
264.2616,36.6655,3
264.414,36.813,3
264.5664,36.3348,3
264.7188,35.695,3
264.8712,35.19,3
265.0236,31.8741,3
265.176,31.5195,3
265.3284,32.7797,3
265.4808,37.4626,3
265.6332,40.4898,3
265.7856,43.2385,3
265.938,43.1878,3
266.0904,44.1264,3
266.2428,44.1422,3
266.3952,44.3547,3
266.5476,43.5717,3
266.7,40.9623,3
266.8524,40.3726,3
267.0048,40.004,3
267.1572,38.2169,3
267.3096,32.0953,3
267.462,26.9269,3
267.6144,26.1696,3
267.7668,28.3121,3
267.9192,27.8463,3
268.0716,28.756,3
268.224,29.3925,3
268.3764,31.4511,3
268.5288,30.6723,3
268.6812,30.88,3
268.8336,31.6194,3
268.986,33.8565,3
269.1384,35.5956,3
269.2908,39.6087,3
269.4432,42.1239,3
269.5956,47.4536,3
269.748,47.8103,3
269.9004,45.7803,3
270.0528,41.0969,3
270.2052,39.0667,3
270.3576,40.1299,3
270.51,40.2658,3
270.6624,43.3065,3
270.8148,45.117,3
270.9672,47.2664,3
271.1196,47.8624,3
271.272,48.6921,3
271.4244,49.4735,3
271.5768,48.2911,3
271.7292,50.0447,3
271.8816,49.2568,3
272.034,48.3528,3
272.1864,44.2584,3
272.3388,42.839,3
272.4912,42.6664,3
272.6436,43.4354,3
272.796,44.998,3
272.9484,44.9058,3
273.1008,46.2321,3
273.2532,47.6341,3
273.4056,51.4942,3
273.558,50.9884,3
273.7104,51.8552,3
273.8628,48.1284,3
274.0152,48.0269,3
274.1676,42.874,3
274.32,40.1514,3
274.4724,37.4299,3
274.6248,39.4553,3
274.7772,40.8782,3
274.9296,41.6737,3
275.082,42.4851,3
275.2344,43.3787,3
275.3868,44.7071,3
275.5392,42.2964,3
275.6916,40.7826,3
275.844,38.6936,3
275.9964,37.652,3
276.1488,35.3928,3
276.3012,35.3822,3
276.4536,37.9839,3
276.606,39.8385,3
276.7584,39.9395,3
276.9108,40.4063,3
277.0632,40.4383,3
277.2156,41.2356,3
277.368,40.73,3
277.5204,42.2268,3
277.6728,42.5712,3
277.8252,41.5006,3
277.9776,39.9896,3
278.13,39.5516,3
278.2824,41.6238,3
278.4348,43.2876,3
278.5872,46.0182,3
278.7396,47.1012,3
278.892,50.72,3
279.0444,48.8459,3
279.1968,50.6394,3
279.3492,47.9629,3
279.5016,51.2262,3
279.654,47.9218,3
279.8064,48.7993,3
279.9588,45.6491,3
280.1112,43.8951,3
280.2636,40.2775,3
280.416,38.3604,3
280.5684,38.1318,3
280.7208,38.067,3
280.8732,38.8277,3
281.0256,38.1818,3
281.178,38.1248,3
281.3304,35.3831,3
281.4828,32.9428,3
281.6352,33.5473,3
281.7876,34.7243,3
281.94,36.671,3
282.0924,34.5627,3
282.2448,33.4939,3
282.3972,31.8123,3
282.5496,32.2085,3
282.702,31.9762,3
282.8544,32.2664,3
283.0068,30.9877,3
283.1592,32.1274,3
283.3116,33.4767,3
283.464,36.3304,3
283.6164,36.5925,3
283.7688,36.2407,3
283.9212,35.3119,3
284.0736,35.8392,3
284.226,35.5443,3
284.3784,36.2857,3
284.5308,36.2321,3
284.6832,37.177,3
284.8356,37.5406,3
284.988,36.6743,3
285.1404,36.3788,3
285.2928,36.1532,3
285.4452,37.9599,3
285.5976,39.0894,3
285.75,38.4979,3
285.9024,37.524,3
286.0548,37.9433,3
286.2072,39.0583,3
286.3596,39.0838,3
286.512,37.1219,3
286.6644,36.8844,3
286.8168,36.8462,3
286.9692,37.3493,3
287.1216,37.4743,3
287.274,37.825,3
287.4264,37.8928,3
287.5788,36.26,3
287.7312,35.3981,3
287.8836,36.3824,3
288.036,38.8977,3
288.1884,40.7177,3
288.3408,41.2744,3
288.4932,41.7611,3
288.6456,42.3733,3
288.798,41.2648,3
288.9504,41.7032,3
289.1028,42.6275,3
289.2552,45.4515,3
289.4076,45.8688,3
289.56,43.924,3
289.7124,42.9079,3
289.8648,40.8963,3
290.0172,41.3791,3
290.1696,38.6499,3
290.322,37.2215,3
290.4744,36.1322,3
290.6268,35.2419,3
290.7792,36.4979,3
290.9316,35.4264,3
291.084,37.3174,3
291.2364,35.9817,3
291.3888,39.0159,3
291.5412,39.3871,3
291.6936,39.0561,3
291.846,37.5818,3
291.9984,36.7371,3
292.1508,38.6498,3
292.3032,37.7602,3
292.4556,39.8144,3
292.608,39.4738,3
292.7604,41.7135,3
292.9128,41.3075,3
293.0652,42.0457,3
293.2176,41.0128,3
293.37,42.1054,3
293.5224,41.4024,3
293.6748,39.6972,3
293.8272,36.5982,3
293.9796,35.5348,3
294.132,36.0811,3
294.2844,37.36,3
294.4368,38.3301,3
294.5892,38.44,3
294.7416,36.4935,3
294.894,35.8511,3
295.0464,35.1617,3
295.1988,36.3688,3
295.3512,35.1988,3
295.5036,35.5392,3
295.656,36.4179,3
295.8084,34.1741,3
295.9608,32.5035,3
296.1132,29.9322,3
296.2656,32.8234,3
296.418,34.2985,3
296.5704,35.7532,3
296.7228,36.471,3
296.8752,35.8362,3
297.0276,36.0875,3
297.18,36.1163,3
297.3324,38.5357,3
297.4848,38.8889,3
297.6372,39.16,3
297.7896,39.9729,3
297.942,41.0414,3
298.0944,42.0793,3
298.2468,39.0222,3
298.3992,36.9117,3
298.5516,35.2918,3
298.704,35.7758,3
298.8564,35.1615,3
299.0088,33.8029,3
299.1612,33.1696,3
299.3136,34.5698,3
299.466,35.1913,3
299.6184,34.1626,3
299.7708,32.0787,3
299.9232,29.6157,3
300.0756,30.5375,3
300.228,30.4365,3
300.3804,33.7085,3
300.5328,33.9214,3
300.6852,35.2552,3
300.8376,35.1397,3
300.99,34.8912,3
301.1424,34.0684,3
301.2948,33.4235,3
301.4472,32.6739,3
301.5996,32.2072,3
301.752,30.0494,3
301.9044,29.6733,3
302.0568,29.6369,3
302.2092,30.6353,3
302.3616,30.8867,3
302.514,30.2885,3
302.6664,30.6689,3
302.8188,33.8258,3
302.9712,36.6968,3
303.1236,38.2053,3
303.276,36.1781,3
303.4284,35.1428,3
303.5808,34.6143,3
303.7332,33.9487,3
303.8856,34.2325,3
304.038,33.7327,3
304.1904,36.2159,3
304.3428,37.5608,3
304.4952,40.0294,3
